neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,instant_bookable,host_identity_verified,distance_to_Brandenburg Gate,distance_to_Reichstag,distance_to_Museum Island,distance_to_Berlin Wall Memorial,distance_to_German Historical Museum,minimum_distance,bedrooms,beds,accommodates,maximum_nights
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51336,13.46968,Private room,50,2,13,0.21,2,0,0,0,1,6.2475661177475335,6.373046648969489,4.587554369975067,5.914136298179417,5.362860760481362,4.59,1,2,4,1125
Pankow,Prenzlauer Berg Süd,52.53122,13.42263,Private room,81,4,163,2.15,1,124,15,0,1,3.4695592962627044,3.449117094665109,2.1290640979789788,2.2433460336781343,2.623903510116986,2.13,1,1,2,11
Mitte,Alexanderplatz,52.50999,13.41652,Entire home/apt,182,5,224,2.96,2,260,37,0,1,2.7215293627454633,2.9010599010175,1.215406249612103,3.3211186760693523,1.931664819272754,1.22,1,2,4,30
Mitte,Alexanderplatz,52.51024,13.41684,Entire home/apt,162,5,236,3.15,2,285,48,0,1,2.7355732934288413,2.9125310273416525,1.216212660546997,3.309510304568334,1.9391564248581075,1.22,2,3,5,21
Pankow,Prenzlauer Berg Süd,52.52713,13.41804,Entire home/apt,50,10,0,0.0,1,0,0,0,1,2.9884929388349457,2.9936366266271923,1.5815827442908919,2.089189745472021,2.116267890829321,1.58,1,1,2,1125
Neukölln,Schillerpromenade,52.46864,13.42746,Entire home/apt,36,2,22,0.29,1,0,0,0,1,6.282914509449282,6.561826793310785,5.607626069465156,7.821664671891128,5.991052607653762,5.61,0,2,3,1125
Mitte,Wedding Zentrum,52.54926,13.36527,Private room,12,3,1,0.01,2,0,0,0,1,3.7682786930305543,3.488924988032143,4.415477562612035,2.307974427154003,3.9255275682335617,2.31,2,2,3,1125
Neukölln,Reuterstraße,52.48465,13.43662,Private room,15,7,1,0.01,2,0,0,0,1,5.3241271456673935,5.579164745006256,4.2541747583567515,6.44295810506677,4.8056601754657216,4.25,2,2,2,16
Mitte,Moabit Ost,52.5338,13.34756,Private room,25,1,1,0.02,1,0,0,1,1,2.830631668910703,2.5748854141563373,4.1783531398559335,2.8977419975922967,3.451917476157838,2.57,2,2,3,1125
Charlottenburg-Wilm.,Mierendorffplatz,52.52583,13.30975,Private room,30,1,1,0.01,1,0,0,0,1,4.738449356053847,4.580968896596407,6.365960762230859,5.557670491935275,5.589209253122771,4.58,2,2,6,60
Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50417,13.41549,Entire home/apt,210,4,3,0.04,1,0,0,1,0,2.8928558083636915,3.1149453343432616,1.6508418133667413,3.851166463544431,2.2404853025643523,1.65,1,1,2,7
Mitte,Tiergarten Süd,52.50792,13.36819,Private room,42,3,50,0.67,1,48,5,0,1,1.1340112867626444,1.3092155771626586,2.511974527046345,3.378742882003497,1.8903331749670544,1.13,1,1,2,1125
Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50225,13.41566,Entire home/apt,198,3,19,0.28,1,0,6,0,1,3.008146695993944,3.24002812679429,1.8397487059776638,4.048477526167019,2.397016539923442,1.84,1,0,2,1125
Mitte,Alexanderplatz,52.52657,13.38786,Entire home/apt,98,2,145,1.92,1,6,36,0,1,1.3353990410490775,1.1868422794767375,1.4778580049506864,0.968162499308685,1.0136655219999409,0.97,2,4,6,60
Neukölln,Reuterstraße,52.48638,13.43479,Entire home/apt,25,10,1,0.01,1,0,0,0,1,5.103966249193329,5.357577940632125,4.025019292987908,6.214264578827211,4.578435312716508,4.03,1,1,2,4
Pankow,Prenzlauer Berg Südwest,52.5298,13.40785,Entire home/apt,140,3,17,0.23,1,0,2,0,1,2.536760775366078,2.482369134089943,1.5117803257402453,1.3372641209621579,1.7697568855530015,1.34,1,1,2,1125
Charlottenburg-Wilm.,Schloß Charlottenburg,52.51236,13.30063,Private room,19,2,1,0.01,2,0,0,0,0,5.255238426705573,5.177159656960632,6.919792476423667,6.5876409111032235,6.163147088689237,5.18,1,2,2,1125
Treptow - Köpenick,Plänterwald,52.48601,13.46387,Entire home/apt,50,3,30,0.4,1,0,0,0,1,6.746687143487185,6.972408245209452,5.393393647566533,7.410567435778663,6.07413613001971,5.39,1,1,2,1125
Neukölln,Rudow,52.41583,13.48793,Private room,10,2,0,0.0,1,0,0,0,1,13.451850647338375,13.729412859017891,12.636910972302715,14.84551449587697,13.107416668808034,12.64,3,4,6,60
Treptow - Köpenick,Grünau,52.42596,13.57039,Entire home/apt,55,1,9,0.12,1,0,0,1,1,16.50166564483676,16.746718031309243,15.240189178153738,17.248024996841494,15.897661125868492,15.24,3,5,6,1125
Pankow,Prenzlauer Berg Nordwest,52.54961,13.40293,Entire home/apt,65,2,1,0.01,1,0,0,0,1,4.084262117226498,3.896185826362006,3.6690528837990493,1.8258204762229486,3.6459145371085797,1.83,3,4,5,29
Steglitz - Zehlendorf,Lankwitz,52.43059,13.36535,Entire home/apt,25,2,1,0.01,1,0,0,0,0,9.571022575322926,9.823684624516872,9.899348147008098,11.757191387461742,9.844763481521612,9.57,2,4,5,1125
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49681,13.4424,Private room,60,1,2,0.03,1,0,0,0,1,4.8930772838553676,5.108501567570557,3.5037242595759044,5.546006381638086,4.19120278872555,3.5,3,3,5,1125
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48684,13.37901,Private room,59,2,30,0.4,1,229,0,0,1,3.275506782912005,3.541864338066303,3.674426891739208,5.429489361776297,3.5252791258807643,3.28,4,4,8,14
Mitte,Moabit West,52.51803,13.33188,Private room,34,6,27,0.44,1,0,0,1,0,3.121704905165255,3.0091176966819835,4.784080292063349,4.3931977309813215,4.013297854466659,3.01,1,1,2,1125
Tempelhof - Schöneberg,Schöneberg-Nord,52.49957,13.34783,Private room,25,2,14,0.19,1,0,0,0,1,2.7542056487372757,2.8644135764352563,4.158752596006276,4.894114340690716,3.555922236792358,2.75,3,4,6,60
Lichtenberg,Neu Lichtenberg,52.50712,13.49531,Entire home/apt,60,1,0,0.0,1,0,0,0,1,8.044350548696222,8.187240562494583,6.401666101081498,7.786345091915784,7.178396943686337,6.4,1,2,3,22
Lichtenberg,Alt-Lichtenberg,52.51323,13.49041,Private room,13,1,2,0.03,1,0,0,1,1,7.653968113378821,7.776549885496107,5.992346761225495,7.225391872119221,6.76673766877655,5.99,7,10,16,1125
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48843,13.37672,Private room,30,3,34,0.46,1,0,0,0,1,3.0983315375919007,3.3599704085063267,3.5882653651825667,5.279091843448314,3.394479747039179,3.1,1,1,4,30
Mitte,Alexanderplatz,52.51024,13.41684,Entire home/apt,234,5,205,2.77,4,231,57,1,1,2.7355732934288413,2.9125310273416525,1.216212660546997,3.309510304568334,1.9391564248581075,1.22,1,1,2,10
Tempelhof - Schöneberg,Mariendorf,52.44344,13.37611,Entire home/apt,61,2,0,0.0,1,0,0,0,1,8.104608379726699,8.366101284564484,8.337785096256708,10.250221087617229,8.321090559113571,8.1,0,1,2,1125
Tempelhof - Schöneberg,Schöneberg-Süd,52.48325,13.34749,Entire home/apt,28,2,0,0.0,1,0,0,0,1,4.210410777774015,4.392526421039019,5.260113658736449,6.462803213438849,4.836799752557127,4.21,1,1,2,1125
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49109,13.40878,Shared room,40,7,1,0.01,1,0,0,0,1,3.5044360610911025,3.779092505089835,2.876786863606702,5.062646738533791,3.1940943017492285,2.88,1,1,2,1125
Mitte,Regierungsviertel,52.51338,13.38129,Entire home/apt,265,2,185,2.46,21,301,33,0,1,0.40009510403484577,0.6781415692511248,1.4729016278368072,2.497164068491163,0.8133804441643347,0.4,1,1,1,1125
Lichtenberg,Neu Lichtenberg,52.50383,13.47894,Private room,57,2,6,0.08,1,0,0,0,1,7.0065893458839925,7.167055870558391,5.393970037700941,6.959029626178084,6.165962210629815,5.39,1,1,1,1125
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4993,13.43746,Entire home/apt,85,4,17,0.23,1,0,0,0,0,4.4706899863940786,4.682368928347919,3.0686258702624447,5.119179901665812,3.7586692314390207,3.07,1,1,2,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50168,13.45318,Entire home/apt,71,2,3,0.04,1,0,0,0,1,5.370849713338536,5.556311081683257,3.8336331525540657,5.66983303327534,4.58124052956924,3.83,1,1,2,10
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51154,13.46517,Entire home/apt,120,7,0,0.0,1,0,0,1,1,5.956403424332319,6.09124933143885,4.3045041576993555,5.726487996899002,5.081272134178583,4.3,1,1,4,1125
Neukölln,Köllnische Heide,52.47013,13.46477,Private room,23,2,2,0.03,1,0,0,1,1,7.827515413248076,8.081282838720917,6.691648901688179,8.831150449456825,7.285864270160748,6.69,1,1,2,1125
Mitte,Brunnenstr. Nord,52.53841,13.38533,Private room,15,7,16,0.21,2,0,0,1,1,2.5169070428173335,2.287404460197691,2.6828738108676093,0.4908168063307865,2.3403891402080115,0.49,2,4,4,1125
Mitte,Alexanderplatz,52.51024,13.41684,Entire home/apt,248,5,238,3.17,4,233,51,0,0,2.7355732934288413,2.9125310273416525,1.216212660546997,3.309510304568334,1.9391564248581075,1.22,0,1,2,1125
Tempelhof - Schöneberg,Schöneberg-Nord,52.49139,13.36852,Private room,54,3,97,1.29,1,318,27,1,0,2.8385678255510625,3.074924947421027,3.6279154474402806,5.087395803654689,3.298127207210167,2.84,1,1,2,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51168,13.4535,Private room,60,3,96,1.27,1,303,21,1,0,5.1661382994142615,5.304359003051315,3.518227732061757,5.0277094415850785,4.295043646436214,3.52,1,1,2,30
Mitte,Regierungsviertel,52.5152,13.40081,Entire home/apt,111,4,172,2.29,1,134,22,0,1,1.568246425980479,1.7136343384387869,0.19014865936348507,2.333943070539391,0.7203124411955402,0.19,2,4,4,1125
Pankow,Prenzlauer Berg Süd,52.53378,13.43216,Entire home/apt,45,3,5,0.07,1,0,0,1,0,4.1741125312055685,4.155783193845731,2.782100644436842,2.8509682196940402,3.3197570903494245,2.78,1,1,2,14
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52006,13.44441,Entire home/apt,120,3,1,0.01,1,98,0,0,1,4.542992818961098,4.633019909824275,2.8825201484829877,4.043910437454099,3.635458787001565,2.88,1,2,4,5
Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51739,13.46123,Entire home/apt,110,5,5,0.07,1,0,0,0,1,5.666664596581552,5.773813617115237,4.000053629250252,5.209861144988273,4.767671926736065,4.0,1,1,2,1125
Mitte,Moabit West,52.53294,13.3413,Entire home/apt,87,93,215,2.88,5,313,36,0,1,3.093776968939408,2.854497258529462,4.521201618827687,3.327767536895062,3.7771856974405615,2.85,1,1,2,36
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49775,13.46641,Entire home/apt,144,4,294,3.9,2,149,43,0,0,6.361194071268261,6.550777523071901,4.832865462000771,6.639510013388449,5.579293135009511,4.83,1,2,2,1125
Mitte,Moabit West,52.53118,13.34138,Entire home/apt,87,93,201,2.66,5,288,44,0,1,2.9759759555266543,2.7453613377369908,4.441271559707799,3.3426403850174493,3.6882933198105547,2.75,1,1,1,13
Mitte,Moabit West,52.53112,13.33979,Entire home/apt,121,93,207,2.78,5,102,40,1,1,3.062539672563951,2.83550634791242,4.53957281902714,3.450482600307086,3.7844416607239806,2.84,1,1,1,1125
Neukölln,Rixdorf,52.47912,13.44566,Private room,25,2,0,0.0,2,0,0,0,1,6.1919975296275505,6.4479222126212035,5.108398455980664,7.283781275109436,5.672453834383188,5.11,1,1,2,1125
Mitte,Tiergarten Süd,52.50074,13.36464,Private room,180,3,181,2.43,2,202,42,0,1,1.9442889744458012,2.1391062804350636,3.110452162133742,4.204190797848137,2.597945598427408,1.94,1,1,2,7
Mitte,Moabit West,52.53127,13.34039,Entire home/apt,94,93,208,2.76,5,127,38,0,1,3.0374750841727036,2.8084117591611673,4.507518554923971,3.4079552249629725,3.75377173104419,2.81,1,2,4,3
Mitte,Parkviertel,52.54906,13.35207,Entire home/apt,62,92,7,0.11,18,212,0,1,0,4.044702219500784,3.7619318596533673,4.964039183510282,3.014895829589533,4.37993181689816,3.01,2,2,3,1125
Mitte,Regierungsviertel,52.51039,13.39764,Entire home/apt,165,3,120,1.68,9,14,24,0,0,1.4987788228822312,1.7199543766420242,0.7645627625405829,2.801266907566865,0.9265536785687161,0.76,2,3,3,14
Pankow,Prenzlauer Berg Südwest,52.53883,13.42031,Private room,31,2,9,0.12,1,0,0,0,1,3.8259362679969087,3.744112665224185,2.754666073892282,2.0832527599602284,3.0829809984135923,2.08,1,1,2,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50877,13.4733,Private room,40,2,5,0.07,3,0,0,0,0,6.538704709931379,6.682725574582327,4.897942218327773,6.3584106782565035,5.674446259695058,4.9,1,1,2,9
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5097,13.47347,Entire home/apt,80,2,3,0.04,3,0,0,0,1,6.537711035768321,6.6778720801809,4.89184689883308,6.321558102166279,5.6686551808576295,4.89,2,2,4,6
Neukölln,Schillerpromenade,52.46769,13.42691,Entire home/apt,65,2,2,0.03,1,0,0,0,1,6.352650514324233,6.63220957931873,5.6973496462782744,7.909929024595923,6.072376192631129,5.7,2,1,2,1125
Neukölln,Rixdorf,52.48169,13.45183,Entire home/apt,50,7,1,0.01,2,0,0,0,0,6.3321597187673975,6.578037059801894,5.141134032025289,7.273126388784143,5.752473335803716,5.14,0,1,2,150
Pankow,Blankenfelde/Niederschönhausen,52.58861,13.40318,Entire home/apt,79,7,15,0.3,1,120,1,1,1,8.232647956251606,8.000146068156003,8.008878723555712,6.013412165164559,7.937840392150191,6.01,1,2,3,21
Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49829,13.41689,Entire home/apt,90,3,33,0.44,2,167,0,0,1,3.3248917242910956,3.5711066870957806,2.26901756698598,4.484065581931947,2.781803566381842,2.27,2,3,5,1125
Reinickendorf,West 1,52.57641,13.27208,Entire home/apt,39,1,5,0.07,1,0,0,1,1,9.808369788271433,9.551795581451694,11.058779102406524,9.234027249488673,10.383277590516085,9.23,1,3,6,900
Mitte,Wedding Zentrum,52.54243,13.3547,Entire home/apt,20,14,1,0.02,1,0,0,0,1,3.30589129141877,3.02433748023092,4.32193537718057,2.5415852648480772,3.696340346070096,2.54,3,4,2,1125
Charlottenburg-Wilm.,Schloß Charlottenburg,52.51215,13.30156,Entire home/apt,42,3,4,0.05,1,0,0,1,1,5.194341996416979,5.117855590330916,6.85848685490468,6.538554914526852,6.102624891998661,5.12,1,1,2,1125
Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51876,13.43705,Private room,52,1,0,0.0,1,0,0,1,1,4.033338575751153,4.13074877215526,2.3694836842883777,3.66534594242863,3.1284877028469027,2.37,1,1,2,30
Charlottenburg-Wilm.,Schloß Charlottenburg,52.51149,13.29586,Private room,28,3,2,0.03,1,0,0,0,0,5.586451968734408,5.511364245080735,7.249964709115311,6.9238624781678135,6.495143544175472,5.51,1,1,2,1125
Neukölln,Reuterstraße,52.49323,13.42346,Private room,22,3,0,0.0,2,0,0,0,1,4.0242009789578175,4.275852999321967,2.974378488428821,5.182510350090781,3.5001807976455654,2.97,1,1,3,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51111,13.46972,Entire home/apt,90,2,5,0.07,2,0,0,0,0,6.268379271365635,6.403764848553913,4.617036019664542,6.023683886763807,5.393817136729091,4.62,1,1,1,1125
Neukölln,Neuköllner Mitte/Zentrum,52.48426,13.4283,Private room,80,1,0,0.0,1,0,0,0,1,4.94542395585803,5.209601992798638,4.011962736655927,6.225776264084462,4.498169641990525,4.01,1,1,2,1125
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49356,13.41113,Entire home/apt,130,2,10,0.14,1,0,0,0,1,3.393187457469144,3.661163948005648,2.6370529395072895,4.841319496462645,3.010477537417742,2.64,1,1,3,62
Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52324,13.45047,Private room,39,1,0,0.0,1,0,0,0,1,4.995172725850153,5.067544005913195,3.350029930740721,4.299274428486825,4.084289556516225,3.35,1,2,2,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51427,13.46408,Entire home/apt,30,7,1,0.01,1,0,0,0,1,5.863170292876068,5.9854918469256795,4.201086809695321,5.526265704763208,4.97557184412544,4.2,1,1,2,1125
Pankow,Prenzlauer Berg Nordwest,52.55107,13.41018,Entire home/apt,26,2,2,0.04,1,0,0,0,1,4.453621150182402,4.284128721651941,3.8682495758300015,2.2302228672686866,3.9386349690412428,2.23,2,2,4,5
Treptow - Köpenick,Alt  Treptow,52.49134,13.44604,Private room,40,2,2,0.03,2,0,0,1,0,5.401956019606596,5.630980010637414,4.09149448332055,6.175485047756293,4.748650249456715,4.09,1,1,1,1125
Neukölln,Reuterstraße,52.48711,13.43646,Private room,38,3,4,0.05,1,0,0,0,1,5.138827477954998,5.389093907158238,4.021596924011024,6.200085553543018,4.592416452093478,4.02,1,2,3,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50199,13.45806,Entire home/apt,35,4,9,0.12,1,0,0,1,1,5.677807231047573,5.858047471208371,4.120821438590989,5.901946743402431,4.875810833886362,4.12,1,2,4,365
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5048,13.46464,Entire home/apt,55,30,0,0.0,1,0,0,0,1,6.03404972761985,6.198408697454643,4.431649944069441,6.077462900702878,5.200654381971796,4.43,0,1,2,500
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49858,13.4408,Private room,21,1,4,0.05,1,0,0,0,1,4.7101794553855285,4.920752420615642,3.2963363242616714,5.325213850324463,3.9929775238836145,3.3,1,1,1,50
Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49286,13.38046,Entire home/apt,28,14,19,0.25,2,0,0,0,0,2.610921039081069,2.8813975364605717,3.0339915685326013,4.752414151911055,2.851357471009096,2.61,1,1,3,1125
Charlottenburg-Wilm.,Westend,52.51436,13.26465,Entire home/apt,110,4,86,1.19,1,234,9,0,1,7.682603182034332,7.587259235872293,9.349219540050917,8.830246700946136,8.585079749093152,7.59,5,7,11,8
Neukölln,Rixdorf,52.47481,13.45156,Private room,21,3,3,0.04,3,0,0,0,1,6.811266067652428,7.068628998997124,5.731582129541862,7.90209778370058,6.29745206880811,5.73,2,4,4,1125
Pankow,Helmholtzplatz,52.54476,13.41869,Entire home/apt,69,3,3,0.04,1,0,0,0,1,4.214643279906929,4.095617510499057,3.3205170133100035,2.2086283357447867,3.5528585896373666,2.21,1,2,2,14
Pankow,Prenzlauer Berg Ost,52.53341,13.4558,Private room,22,3,6,0.09,1,0,0,0,0,5.628854107970818,5.647619149510974,4.081503329487599,4.4552572271239965,4.734342060423073,4.08,1,1,2,1125
Neukölln,Rixdorf,52.47943,13.44997,Private room,26,3,3,0.04,1,0,0,0,1,6.39072139195693,6.642336231863104,5.2552500427600135,7.410385038190236,5.843008882676984,5.26,1,2,4,10
Tempelhof - Schöneberg,Schöneberg-Süd,52.48837,13.35122,Entire home/apt,85,180,3,0.05,1,32,0,0,1,3.589941951077591,3.7696021405464344,4.683599653309993,5.840011955204437,4.233454868095716,3.59,0,1,2,1125
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50967,13.45176,Private room,54,2,252,3.39,2,20,12,1,1,5.076204679380469,5.2256331744703,3.44505798256068,5.049385543306808,4.2199049064823395,3.45,1,1,2,1125
Tempelhof - Schöneberg,Schöneberg-Nord,52.49248,13.36784,Private room,25,1,1,0.01,1,0,0,0,1,2.7314533100071916,2.9639534135158887,3.564944129989137,4.985278977038472,3.2134314741492056,2.73,0,1,2,13
Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50533,13.39849,Entire home/apt,110,2,9,0.12,1,0,0,0,1,1.8598154455592546,2.1162612007446118,1.2850980605294466,3.3658127276162726,1.4637135985426983,1.29,1,1,2,15
Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51669,13.47349,Entire home/apt,96,3,61,0.92,1,113,13,0,1,6.497768392671905,6.6079765631588,4.83148240990757,6.014268034631576,5.600915916997402,4.83,1,1,1,140
Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51917,13.46819,Entire home/apt,231,2,171,2.3,2,344,32,1,1,6.146135790414868,6.244815650102832,4.48041911443759,5.583452545831369,5.242614869728944,4.48,1,1,2,1125
Neukölln,Rixdorf,52.47232,13.45005,Entire home/apt,85,4,11,0.15,4,0,2,0,0,6.9289615942444645,7.190700293997432,5.901897442298755,8.086904312296316,6.445544968428675,5.9,1,1,1,1125
Neukölln,Reuterstraße,52.48762,13.43095,Entire home/apt,89,7,1,0.01,1,0,0,0,1,4.816649745115511,5.071995445796825,3.7694077684549336,5.96890473411025,4.3054966462945385,3.77,1,1,2,16
Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50726,13.46748,Entire home/apt,95,3,5,0.07,1,0,0,0,0,6.172163872690578,6.324841324590804,4.545432236507857,6.094672624610582,5.319941686117605,4.55,1,1,2,14
Mitte,Parkviertel,52.54843,13.34915,Private room,24,2,82,1.32,1,0,0,0,1,4.072281191202154,3.790819280406737,5.052873781269391,3.1530976891107474,4.448045140366337,3.15,2,3,4,365
Neukölln,Rixdorf,52.48589,13.44645,Private room,35,2,15,0.2,2,26,11,0,1,5.75975198960937,6.002145200198615,4.548630856294874,6.680665651260573,5.165369521061193,4.55,1,2,2,1125
Pankow,Weißensee,52.54973,13.45852,Entire home/apt,60,8,29,0.39,1,0,0,0,0,6.624906319793755,6.571706846525019,5.301280815450411,4.910444564520196,5.807433087696665,4.91,1,2,1,50
Neukölln,Schillerpromenade,52.48172,13.4223,Private room,27,2,191,2.54,1,0,0,1,1,4.890892593781964,5.1637911369816845,4.115920981732558,6.332489066206847,4.529530660761769,4.12,2,2,4,1125
Neukölln,Reuterstraße,52.48217,13.43815,Private room,40,1,3,0.04,1,0,0,0,1,5.586269202165603,5.84415706997898,4.542475527794711,6.7346606643282785,5.08461551321036,4.54,1,1,1,1125
Neukölln,Schillerpromenade,52.47314,13.4265,Entire home/apt,65,2,2,0.03,1,0,0,1,1,5.829344485008591,6.106318461393181,5.111582051767553,7.327395183540004,5.5100650109892495,5.11,2,2,4,1125
Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49198,13.43918,Entire home/apt,75,4,53,0.7,1,3,1,0,0,4.968825456500346,5.203760352513719,3.714208207605057,5.842372027428998,4.3442312918535855,3.71,2,2,4,22
Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50088,13.42562,Private room,25,3,0,0.0,1,0,0,0,1,3.6720947259873347,3.8932892698252304,2.361924525661728,4.508148978323241,3.002326251772771,2.36,1,2,3,1125
Pankow,Prenzlauer Berg Nord,52.5466,13.42481,Private room,38,2,3,0.04,1,0,0,0,1,4.645645393966296,4.535880413670852,3.666663013256176,2.6711297177218225,3.953817110977165,2.67,1,1,2,12
Tempelhof - Schöneberg,Schöneberg-Süd,52.48959,13.35952,Entire home/apt,40,4,3,0.04,1,0,0,0,1,3.2168596117448915,3.4234482705304505,4.184069185985982,5.481343878232364,3.7852629074689506,3.22,1,1,1,7
Neukölln,Rixdorf,52.47265,13.44796,Private room,20,140,0,0.0,2,365,0,0,1,6.802871679113594,7.065771135843885,5.7940696015283,7.984514367595095,6.329079123404178,5.79,1,2,2,1125
